url,state,city
http://lasvegas.craigslist.org,Nevada,lasvegas
http://reno.craigslist.org,Nevada,reno
http://nh.craigslist.org,New Hampshire,nh
http://cnj.craigslist.org,New Jersey,cnj
http://jerseyshore.craigslist.org,New Jersey,jerseyshore
http://newjersey.craigslist.org,New Jersey,newjersey
http://southjersey.craigslist.org,New Jersey,southjersey
http://albuquerque.craigslist.org,New Mexico,albuquerque
http://clovis.craigslist.org,New Mexico,clovis
http://farmington.craigslist.org,New Mexico,farmington
http://lascruces.craigslist.org,New Mexico,lascruces
http://roswell.craigslist.org,New Mexico,roswell
http://santafe.craigslist.org,New Mexico,santafe
http://albany.craigslist.org,New York,albany
http://binghamton.craigslist.org,New York,binghamton
http://buffalo.craigslist.org,New York,buffalo
http://catskills.craigslist.org,New York,catskills
http://chautauqua.craigslist.org,New York,chautauqua
http://elmira.craigslist.org,New York,elmira
http://fingerlakes.craigslist.org,New York,fingerlakes
http://glensfalls.craigslist.org,New York,glensfalls
http://hudsonvalley.craigslist.org,New York,hudsonvalley
http://ithaca.craigslist.org,New York,ithaca
http://longisland.craigslist.org,New York,longisland
http://newyork.craigslist.org,New York,newyork
http://oneonta.craigslist.org,New York,oneonta
http://plattsburgh.craigslist.org,New York,plattsburgh
http://potsdam.craigslist.org,New York,potsdam
http://rochester.craigslist.org,New York,rochester
http://syracuse.craigslist.org,New York,syracuse
http://twintiers.craigslist.org,New York,twintiers
http://utica.craigslist.org,New York,utica
http://watertown.craigslist.org,New York,watertown
http://asheville.craigslist.org,North Carolina,asheville
http://boone.craigslist.org,North Carolina,boone
http://charlotte.craigslist.org,North Carolina,charlotte
http://eastnc.craigslist.org,North Carolina,eastnc
http://fayetteville.craigslist.org,North Carolina,fayetteville
http://greensboro.craigslist.org,North Carolina,greensboro
http://hickory.craigslist.org,North Carolina,hickory
http://onslow.craigslist.org,North Carolina,onslow
http://outerbanks.craigslist.org,North Carolina,outerbanks
http://raleigh.craigslist.org,North Carolina,raleigh
http://wilmington.craigslist.org,North Carolina,wilmington
http://winstonsalem.craigslist.org,North Carolina,winstonsalem
http://bismarck.craigslist.org,North Dakota,bismarck
http://fargo.craigslist.org,North Dakota,fargo
http://grandforks.craigslist.org,North Dakota,grandforks
http://nd.craigslist.org,North Dakota,nd
http://akroncanton.craigslist.org,Ohio,akroncanton
http://ashtabula.craigslist.org,Ohio,ashtabula
http://athensohio.craigslist.org,Ohio,athensohio
http://chillicothe.craigslist.org,Ohio,chillicothe
http://cincinnati.craigslist.org,Ohio,cincinnati
http://cleveland.craigslist.org,Ohio,cleveland
http://columbus.craigslist.org,Ohio,columbus
http://dayton.craigslist.org,Ohio,dayton
http://limaohio.craigslist.org,Ohio,limaohio
http://mansfield.craigslist.org,Ohio,mansfield
http://sandusky.craigslist.org,Ohio,sandusky
http://toledo.craigslist.org,Ohio,toledo
http://tuscarawas.craigslist.org,Ohio,tuscarawas
http://youngstown.craigslist.org,Ohio,youngstown
http://zanesville.craigslist.org,Ohio,zanesville
http://lawton.craigslist.org,Oklahoma,lawton
http://enid.craigslist.org,Oklahoma,enid
http://oklahomacity.craigslist.org,Oklahoma,oklahomacity
http://stillwater.craigslist.org,Oklahoma,stillwater
http://tulsa.craigslist.org,Oklahoma,tulsa
http://bend.craigslist.org,Oregon,bend
http://corvallis.craigslist.org,Oregon,corvallis
http://eastoregon.craigslist.org,Oregon,eastoregon
http://eugene.craigslist.org,Oregon,eugene
http://klamath.craigslist.org,Oregon,klamath
http://medford.craigslist.org,Oregon,medford
http://oregoncoast.craigslist.org,Oregon,oregoncoast
http://portland.craigslist.org,Oregon,portland
http://roseburg.craigslist.org,Oregon,roseburg
http://salem.craigslist.org,Oregon,salem
http://altoona.craigslist.org,Pennsylvania,altoona
http://chambersburg.craigslist.org,Pennsylvania,chambersburg
http://erie.craigslist.org,Pennsylvania,erie
http://harrisburg.craigslist.org,Pennsylvania,harrisburg
http://lancaster.craigslist.org,Pennsylvania,lancaster
http://allentown.craigslist.org,Pennsylvania,allentown
http://meadville.craigslist.org,Pennsylvania,meadville
http://philadelphia.craigslist.org,Pennsylvania,philadelphia
http://pittsburgh.craigslist.org,Pennsylvania,pittsburgh
http://poconos.craigslist.org,Pennsylvania,poconos
http://reading.craigslist.org,Pennsylvania,reading
http://scranton.craigslist.org,Pennsylvania,scranton
http://pennstate.craigslist.org,Pennsylvania,pennstate
http://williamsport.craigslist.org,Pennsylvania,williamsport
http://york.craigslist.org,Pennsylvania,york
http://providence.craigslist.org,Rhode Island,providence
http://charleston.craigslist.org,South Carolina,charleston
http://columbia.craigslist.org,South Carolina,columbia
http://florencesc.craigslist.org,South Carolina,florencesc
http://greenville.craigslist.org,South Carolina,greenville
http://hiltonhead.craigslist.org,South Carolina,hiltonhead
http://myrtlebeach.craigslist.org,South Carolina,myrtlebeach
http://nesd.craigslist.org,South Dakota,nesd
http://csd.craigslist.org,South Dakota,csd
http://rapidcity.craigslist.org,South Dakota,rapidcity
http://siouxfalls.craigslist.org,South Dakota,siouxfalls
http://sd.craigslist.org,South Dakota,sd
http://chattanooga.craigslist.org,Tennessee,chattanooga
http://clarksville.craigslist.org,Tennessee,clarksville
http://cookeville.craigslist.org,Tennessee,cookeville
http://jacksontn.craigslist.org,Tennessee,jacksontn
http://knoxville.craigslist.org,Tennessee,knoxville
http://memphis.craigslist.org,Tennessee,memphis
http://nashville.craigslist.org,Tennessee,nashville
http://tricities.craigslist.org,Tennessee,tricities
http://micronesia.craigslist.org,Territories,micronesia
http://puertorico.craigslist.org,Territories,puertorico
http://virgin.craigslist.org,Territories,virgin
http://abilene.craigslist.org,Texas,abilene
http://amarillo.craigslist.org,Texas,amarillo
http://austin.craigslist.org,Texas,austin
http://beaumont.craigslist.org,Texas,beaumont
http://brownsville.craigslist.org,Texas,brownsville
http://collegestation.craigslist.org,Texas,collegestation
http://corpuschristi.craigslist.org,Texas,corpuschristi
http://dallas.craigslist.org,Texas,dallas
http://nacogdoches.craigslist.org,Texas,nacogdoches
http://delrio.craigslist.org,Texas,delrio
http://elpaso.craigslist.org,Texas,elpaso
http://galveston.craigslist.org,Texas,galveston
http://houston.craigslist.org,Texas,houston
http://killeen.craigslist.org,Texas,killeen
http://laredo.craigslist.org,Texas,laredo
http://lubbock.craigslist.org,Texas,lubbock
http://mcallen.craigslist.org,Texas,mcallen
http://odessa.craigslist.org,Texas,odessa
http://sanangelo.craigslist.org,Texas,sanangelo
http://sanantonio.craigslist.org,Texas,sanantonio
http://sanmarcos.craigslist.org,Texas,sanmarcos
http://bigbend.craigslist.org,Texas,bigbend
http://texoma.craigslist.org,Texas,texoma
http://easttexas.craigslist.org,Texas,easttexas
http://victoriatx.craigslist.org,Texas,victoriatx
http://waco.craigslist.org,Texas,waco
http://wichitafalls.craigslist.org,Texas,wichitafalls
http://logan.craigslist.org,Utah,logan
http://ogden.craigslist.org,Utah,ogden
http://provo.craigslist.org,Utah,provo
http://saltlakecity.craigslist.org,Utah,saltlakecity
http://stgeorge.craigslist.org,Utah,stgeorge
http://burlington.craigslist.org,Vermont,burlington
http://charlottesville.craigslist.org,Virginia,charlottesville
http://danville.craigslist.org,Virginia,danville
http://fredericksburg.craigslist.org,Virginia,fredericksburg
http://norfolk.craigslist.org,Virginia,norfolk
http://harrisonburg.craigslist.org,Virginia,harrisonburg
http://lynchburg.craigslist.org,Virginia,lynchburg
http://blacksburg.craigslist.org,Virginia,blacksburg
http://richmond.craigslist.org,Virginia,richmond
http://roanoke.craigslist.org,Virginia,roanoke
http://swva.craigslist.org,Virginia,swva
http://winchester.craigslist.org,Virginia,winchester
http://bellingham.craigslist.org,Washington,bellingham
http://kpr.craigslist.org,Washington,kpr
http://moseslake.craigslist.org,Washington,moseslake
http://olympic.craigslist.org,Washington,olympic
http://pullman.craigslist.org,Washington,pullman
http://seattle.craigslist.org,Washington,seattle
http://skagit.craigslist.org,Washington,skagit
http://spokane.craigslist.org,Washington,spokane
http://wenatchee.craigslist.org,Washington,wenatchee
http://yakima.craigslist.org,Washington,yakima
http://charlestonwv.craigslist.org,West Virginia,charlestonwv
http://martinsburg.craigslist.org,West Virginia,martinsburg
http://huntington.craigslist.org,West Virginia,huntington
http://morgantown.craigslist.org,West Virginia,morgantown
http://wheeling.craigslist.org,West Virginia,wheeling
http://parkersburg.craigslist.org,West Virginia,parkersburg
http://swv.craigslist.org,West Virginia,swv
http://wv.craigslist.org,West Virginia,wv
http://appleton.craigslist.org,Wisconsin,appleton
http://eauclaire.craigslist.org,Wisconsin,eauclaire
http://greenbay.craigslist.org,Wisconsin,greenbay
http://janesville.craigslist.org,Wisconsin,janesville
http://racine.craigslist.org,Wisconsin,racine
http://lacrosse.craigslist.org,Wisconsin,lacrosse
http://madison.craigslist.org,Wisconsin,madison
http://milwaukee.craigslist.org,Wisconsin,milwaukee
http://northernwi.craigslist.org,Wisconsin,northernwi
http://sheboygan.craigslist.org,Wisconsin,sheboygan
http://wausau.craigslist.org,Wisconsin,wausau
http://wyoming.craigslist.org,Wyoming,wyoming
